gene,coordinates,chromosome,strand,paralog_group
YJR037W,"[(503102, 503485)]",chrX,+,YJR037W
YJR038C,"[(503710, 504072)]",chrX,-,YJR038C
YJR039W,"[(503936, 507301)]",chrX,+,YJR039W
YJR040W,"[(507746, 510085)]",chrX,+,YJR040W
YJR041C,"[(510239, 513763)]",chrX,-,YJR041C
YJR042W,"[(514055, 516289)]",chrX,+,YJR042W
YJR043C,"[(516461, 517513)]",chrX,-,YJR043C
YJR044C,"[(518763, 519185)]",chrX,-,YJR044C
YJR045C,"[(519638, 521602)]",chrX,-,YKL073W
YJR046W,"[(522048, 523862)]",chrX,+,YJR046W
YJR047C,"[(524908, 525381)]",chrX,-,YJR047C
YJR048W,"[(526335, 526664)]",chrX,+,YEL039C
YJR049C,"[(526884, 528476)]",chrX,-,YJR049C
YJR050W,"[(528697, 529404)]",chrX,+,YJR050W
YJR051W,"[(529861, 531366)]",chrX,+,YJL045W
YJR052W,"[(532062, 533759)]",chrX,+,YJR052W
YJR053W,"[(534027, 535751)]",chrX,+,YJR053W
YJR054W,"[(536056, 537549)]",chrX,+,YJR054W
YJR055W,"[(538772, 539266)]",chrX,+,YJR055W
YJR056C,"[(541792, 542502)]",chrX,-,YJR056C
YJR057W,"[(544062, 544712)]",chrX,+,YJR057W
YJR058C,"[(544732, 545175)]",chrX,-,YJL024C
YJR059W,"[(545787, 548243)]",chrX,+,YDR507C
YJR060W,"[(548759, 549814)]",chrX,+,YJR060W
YJR061W,"[(550511, 553318)]",chrX,+,YJR061W
YJR062C,"[(553476, 554849)]",chrX,-,YJR062C
YJR063W,"[(555195, 555572)]",chrX,+,YGL070C
YJR064W,"[(555914, 557602)]",chrX,+,YDL143W
YJR065C,"[(557809, 559158)]",chrX,-,YJR065C
YJR066W,"[(559416, 566828)]",chrX,+,YHR099W
YJR067C,"[(567019, 567444)]",chrX,-,YJR067C
YJR068W,"[(567643, 568704)]",chrX,+,YJR068W
YJR069C,"[(568806, 569399)]",chrX,-,YJR069C
YJR070C,"[(569621, 570598)]",chrX,-,YJR070C
YJR071W,"[(570405, 570773)]",chrX,+,YJR071W
YJR072C,"[(570967, 572124)]",chrX,-,YOR262W
YJR073C,"[(572315, 572935)]",chrX,-,YJR073C
YJR074W,"[(573095, 573751)]",chrX,+,YJR074W
YJR075W,"[(573981, 575171)]",chrX,+,YJR075W
YJR076C,"[(575354, 576601)]",chrX,-,YJR076C
YJR077C,"[(577255, 578190)]",chrX,-,YJR077C
YJR078W,"[(578860, 580221)]",chrX,+,YJR078W
YJR079W,"[(580205, 580347), (581053, 581239)]",chrX,+,YJR079W
YJR080C,"[(580432, 581616)]",chrX,-,YJR080C
YJR082C,"[(581914, 582255)]",chrX,-,YJR082C
YJR083C,"[(582608, 583537)]",chrX,-,YJR083C
YJR084W,"[(583733, 585004)]",chrX,+,YJR084W
YJR085C,"[(585120, 585437)]",chrX,-,YJR085C
YJR086W,"[(586068, 586400)]",chrX,+,YJR086W
YJR087W,"[(586400, 586750)]",chrX,+,YJR087W
YJR088C,"[(586495, 587373)]",chrX,-,YJR088C
YJR089W,"[(587718, 590582)]",chrX,+,YJR089W
YJR090C,"[(590872, 594327)]",chrX,-,YJR090C
YJR091C,"[(595061, 598336)]",chrX,-,YJR091C
YJR092W,"[(598735, 603078)]",chrX,+,YJR092W
YJR093C,"[(603220, 604203)]",chrX,-,YJR093C
YJR094C,"[(604569, 605651)]",chrX,-,YJR094C
YJR094W-A,"[(608305, 608306), (608582, 608858)]",chrX,+,YPR043W
YJR095W,"[(609773, 610741)]",chrX,+,YJR095W
YJR096W,"[(611195, 612043)]",chrX,+,YJR096W
YJR097W,"[(612413, 612931)]",chrX,+,YJR097W
YJR098C,"[(613186, 615156)]",chrX,-,YJR098C
YJR099W,"[(615576, 616286)]",chrX,+,YJR099W
YJR100C,"[(616351, 617334)]",chrX,-,YJR100C
YJR101W,"[(618234, 619034)]",chrX,+,YJR101W
YJR102C,"[(619157, 619765)]",chrX,-,YJR102C
YJR103W,"[(620754, 622490)]",chrX,+,YJR103W
YJR104C,"[(622550, 623014)]",chrX,-,YMR038C
YJR105W,"[(623581, 624603)]",chrX,+,YCR036W
YJR106W,"[(624838, 627015)]",chrX,+,YJR106W
YJR107C-A,"[(628457, 628693)]",chrX,-,YJR107C-A
YJR107W,"[(627340, 628326)]",chrX,+,YJR107W
YJR108W,"[(628712, 629083)]",chrX,+,YJR108W
YJR109C,"[(629585, 632941)]",chrX,-,YJR109C
YJR110W,"[(633615, 635681)]",chrX,+,YJR110W
YJR111C,"[(635855, 636706)]",chrX,-,YJR111C
YJR112W,"[(637030, 637635)]",chrX,+,YJR112W
YJR112W-A,"[(637790, 637809), (637859, 638168)]",chrX,+,YJR112W-A
YJR113C,"[(638232, 638975)]",chrX,-,YJR113C
YJR114W,"[(638659, 639051)]",chrX,+,YJR114W
YJR115W,"[(639942, 640451)]",chrX,+,YJR115W
YJR116W,"[(640825, 641664)]",chrX,+,YPR114W
YJR117W,"[(642007, 643368)]",chrX,+,YJR117W
YJR118C,"[(643490, 644101)]",chrX,-,YJR118C
YJR119C,"[(644304, 646490)]",chrX,-,YMR176W
YJR120W,"[(647126, 647476)]",chrX,+,YJR120W
YJR121W,"[(647607, 649142)]",chrX,+,YBR127C
YJR122W,"[(649776, 651269)]",chrX,+,YJR122W
YJR123W,"[(651901, 652578)]",chrX,+,YJR113C
YJR124C,"[(652892, 654238)]",chrX,-,YJR124C
YJR125C,"[(654737, 655963)]",chrX,-,YJR125C
YJR126C,"[(656254, 658689)]",chrX,-,YJR126C
YJR127C,"[(658917, 663059)]",chrX,-,YJR127C
YJR128W,"[(662921, 663280)]",chrX,+,YJR128W
YJR129C,"[(664000, 665019)]",chrX,-,YJR129C
YJR130C,"[(665218, 667137)]",chrX,-,YLL058W
YJR131W,"[(667644, 669293)]",chrX,+,YHR204W
YJR132W,"[(669522, 672668)]",chrX,+,YJR132W
YJR133W,"[(672991, 673620)]",chrX,+,YDR399W
YJR134C,"[(673729, 675852)]",chrX,-,YJR134C
YJR135C,"[(676059, 676778)]",chrX,-,YJR135C
YJR135W-A,"[(676971, 677234)]",chrX,+,YJR135W-A
YJR136C,"[(677441, 678706)]",chrX,-,YJR136C
YJR137C,"[(678957, 683285)]",chrX,-,YJR137C
YJR138W,"[(684567, 689321)]",chrX,+,YJR138W
YJR139C,"[(689445, 690524)]",chrX,-,YJR139C
YJR140C,"[(690750, 695696)]",chrX,-,YJR140C
YJR140W-A,"[(690961, 691110)]",chrX,+,YJR140W-A
YJR141W,"[(695906, 696949)]",chrX,+,YJR141W
YJR142W,"[(697141, 698169)]",chrX,+,YOR143C
YJR143C,"[(698326, 700614)]",chrX,-,YDL095W
YJR144W,"[(700882, 701691)]",chrX,+,YJR144W
YJR145C,"[(702027, 702798), (703055, 703068)]",chrX,-,YHR203C
YJR146W,"[(703885, 704238)]",chrX,+,YJR146W
YJR147W,"[(704196, 705272)]",chrX,+,YJR147W
YJR148W,"[(705744, 706874)]",chrX,+,YJR148W
YJR149W,"[(707160, 708374)]",chrX,+,YJR149W
YJR150C,"[(708811, 709707)]",chrX,-,YIL011W
YJR151C,"[(712255, 715740)]",chrX,-,YIL011W
YJR151W-A,"[(717580, 717630)]",chrX,+,YJR151W-A
YJR152W,"[(719666, 721297)]",chrX,+,YJR152W
YJR153W,"[(722815, 723900)]",chrX,+,YJR153W
YJR154W,"[(725784, 726824)]",chrX,+,YJR154W
YJR155W,"[(727405, 728271)]",chrX,+,YMR041C
YJR156C,"[(728574, 729596)]",chrX,-,YNL332W
YJR157W,"[(730515, 730877)]",chrX,+,YJR157W
YJR158W,"[(732440, 734143)]",chrX,+,YDL247W
YJR159W,"[(736044, 737117)]",chrX,+,YLR070C
YJR160C,"[(738008, 739816)]",chrX,-,YDL247W
YJR161C,"[(742848, 743999)]",chrX,-,YHL042W
YKL001C,"[(438777, 439385)]",chrXI,-,YKL001C
YKL002W,"[(437778, 437837), (437906, 438544)]",chrXI,+,YKR035W-A
YKL003C,"[(437097, 437492)]",chrXI,-,YKL003C
YKL004W,"[(435580, 436785)]",chrXI,+,YDR072C
YKL005C,"[(433093, 434877)]",chrXI,-,YKL005C
YKL006C-A,"[(430198, 430455), (430597, 430632)]",chrXI,-,YKL006C-A
YKL006W,"[(431906, 432034), (432433, 432720)]",chrXI,+,YHL001W
YKL007W,"[(429302, 430108)]",chrXI,+,YKL007W
YKL008C,"[(427295, 428551)]",chrXI,-,YKL008C
YKL009W,"[(426242, 426952)]",chrXI,+,YDL081C
YKL010C,"[(421424, 425875)]",chrXI,-,YJR036C
YKL011C,"[(420155, 421216)]",chrXI,-,YIR021W
YKL012W,"[(418310, 420061)]",chrXI,+,YKL012W
YKL013C,"[(417508, 418023)]",chrXI,-,YKL013C
YKL014C,"[(411619, 416913)]",chrXI,-,YKL014C
YKL015W,"[(408544, 411483)]",chrXI,+,YKR064W
YKL016C,"[(407465, 407989)]",chrXI,-,YKL016C
YKL017C,"[(405190, 407241)]",chrXI,-,YLR430W
YKL018C-A,"[(403580, 403879)]",chrXI,-,YKL018C-A
YKL018W,"[(404102, 405091)]",chrXI,+,YKL018W
YKL019W,"[(402568, 403518)]",chrXI,+,YJL031C
YKL020C,"[(398832, 402080)]",chrXI,-,YKL020C
YKL021C,"[(397344, 398750)]",chrXI,-,YCR084C
YKL022C,"[(394726, 397248)]",chrXI,-,YBL084C
YKL023C-A,"[(393146, 393373)]",chrXI,-,YKL023C-A
YKL023W,"[(393721, 394554)]",chrXI,+,YKL023W
YKL024C,"[(392526, 393140)]",chrXI,-,YER170W
YKL025C,"[(390240, 392279)]",chrXI,-,YKL025C
YKL026C,"[(389380, 389883)]",chrXI,-,YKL026C
YKL027W,"[(387562, 388905)]",chrXI,+,YPR066W
YKL028W,"[(385758, 387206)]",chrXI,+,YKL028W
YKL029C,"[(382716, 384725)]",chrXI,-,YKL029C
YKL030W,"[(382498, 383103)]",chrXI,+,YKL030W
YKL031W,"[(382072, 382485)]",chrXI,+,YKL031W
YKL032C,"[(380065, 381858)]",chrXI,-,YKL032C
YKL033W,"[(375456, 378572)]",chrXI,+,YKL033W
YKL033W-A,"[(374505, 375215)]",chrXI,+,YKL033W-A
YKL034W,"[(371829, 374105)]",chrXI,+,YKL034W
YKL035W,"[(369891, 371390)]",chrXI,+,YDL103C
YKL036C,"[(369528, 369920)]",chrXI,-,YKL036C
YKL037W,"[(369365, 369721)]",chrXI,+,YKL037W
YKL038W,"[(365605, 369117)]",chrXI,+,YBR033W
YKL039W,"[(362622, 364193)]",chrXI,+,YHL017W
YKL040C,"[(361058, 361828)]",chrXI,-,YKL040C
YKL041W,"[(360143, 360817)]",chrXI,+,YKR035W-A
YKL042W,"[(358475, 359566)]",chrXI,+,YKL042W
YKL043W,"[(356748, 357848)]",chrXI,+,YKL043W
YKL044W,"[(356322, 356642)]",chrXI,+,YKL044W
YKL045W,"[(353493, 355079)]",chrXI,+,YKL045W
YKL046C,"[(351275, 352624)]",chrXI,-,YKL046C
YKL047W,"[(349463, 351013)]",chrXI,+,YKL047W
YKL048C,"[(347214, 349136)]",chrXI,-,YKL048C
YKL049C,"[(346075, 346764)]",chrXI,-,YKL049C
YKL050C,"[(342852, 345620)]",chrXI,-,YKL050C
YKL051W,"[(341312, 342373)]",chrXI,+,YKL051W
YKL052C,"[(339668, 340546)]",chrXI,-,YKL052C
YKL053C-A,"[(339182, 339442)]",chrXI,-,YKL053C-A
YKL053W,"[(339572, 339946)]",chrXI,+,YKL053W
YKL054C,"[(336537, 338753)]",chrXI,-,YKL054C
YKL055C,"[(335321, 336157)]",chrXI,-,YKL055C
YKL056C,"[(334412, 334915)]",chrXI,-,YKL056C
YKL057C,"[(330856, 333969)]",chrXI,-,YKL057C
YKL058W,"[(330166, 330534)]",chrXI,+,YKL058W
YKL059C,"[(328118, 329443)]",chrXI,-,YKL059C
YKL060C,"[(326408, 327487)]",chrXI,-,YKL060C
YKL061W,"[(325771, 326112)]",chrXI,+,YKL061W
YKL062W,"[(323228, 325120)]",chrXI,+,YLR131C
YKL063C,"[(321015, 321518)]",chrXI,-,YKL063C
YKL064W,"[(317764, 320673)]",chrXI,+,YKL064W
YKL065C,"[(316437, 317057)]",chrXI,-,YMR040W
YKL065W-A,"[(315954, 316175)]",chrXI,+,YKL065W-A
YKL066W,"[(315281, 315724)]",chrXI,+,YKL066W
YKL067W,"[(314812, 315273)]",chrXI,+,YKL067W
YKL068W,"[(310199, 313078)]",chrXI,+,YKL068W
YKL068W-A,"[(309206, 309442)]",chrXI,+,YKL068W-A
YKL069W,"[(307285, 307827)]",chrXI,+,YPR040W
YKL070W,"[(306211, 306720)]",chrXI,+,YKL070W
YKL071W,"[(305114, 305884)]",chrXI,+,YIR035C
YKL072W,"[(299582, 301882)]",chrXI,+,YKL072W
YKL073W,"[(296430, 299075)]",chrXI,+,YKL073W
YKL074C,"[(294610, 296193)]",chrXI,-,YKL074C
YKL075C,"[(292956, 294308)]",chrXI,-,YKL075C
YKL076C,"[(292838, 293221)]",chrXI,-,YKL076C
YKL077W,"[(291453, 292631)]",chrXI,+,YKL077W
YKL078W,"[(288845, 291052)]",chrXI,+,YKR086W
YKL079W,"[(286603, 288573)]",chrXI,+,YGL216W
YKL080W,"[(285030, 286208)]",chrXI,+,YKL080W
YKL081W,"[(282891, 283095), (283422, 284455)]",chrXI,+,YGR201C
YKL082C,"[(281025, 282329)]",chrXI,-,YKL082C
YKL083W,"[(280921, 281535)]",chrXI,+,YKL083W
YKL084W,"[(280509, 280859)]",chrXI,+,YKL084W
YKL085W,"[(279123, 280127)]",chrXI,+,YOL126C
YKL086W,"[(278281, 278664)]",chrXI,+,YKL086W
YKL087C,"[(277189, 277863)]",chrXI,-,YAL039C
YKL088W,"[(275283, 276998)]",chrXI,+,YKL088W
YKL089W,"[(273394, 275043)]",chrXI,+,YKL089W
YKL090W,"[(271878, 273209)]",chrXI,+,YKL090W
YKL091C,"[(269718, 270650)]",chrXI,-,YMR079W
YKL092C,"[(266145, 269459)]",chrXI,-,YKL092C
YKL093W,"[(264789, 265808)]",chrXI,+,YKL093W
YKL094W,"[(263349, 264290)]",chrXI,+,YKL094W
YKL095W,"[(262277, 263113)]",chrXI,+,YKL095W
YKL096C-B,"[(259073, 259222)]",chrXI,-,YKL096C-B
YKL096W,"[(261132, 261851)]",chrXI,+,YKL096W
YKL096W-A,"[(259253, 259531)]",chrXI,+,YKL096W-A
YKL097C,"[(258503, 258913)]",chrXI,-,YKL097C
YKL098W,"[(256770, 257843)]",chrXI,+,YKL098W
YKL099C,"[(255720, 256472)]",chrXI,-,YKL099C
YKL100C,"[(253697, 255460)]",chrXI,-,YKL100C
YKL100W-A,"[(254159, 254248)]",chrXI,+,YKL100W-A
YKL101W,"[(248920, 253476)]",chrXI,+,YKL101W
YKL102C,"[(248062, 248367)]",chrXI,-,YKL102C
YKL103C,"[(246138, 247682)]",chrXI,-,YKL103C
YKL104C,"[(243220, 245373)]",chrXI,-,YMR085W
YKL104W-A,"[(245032, 245286)]",chrXI,+,YKL104W-A
YKL105C,"[(239185, 242583)]",chrXI,-,YKL105C
YKL106C-A,"[(237147, 237266)]",chrXI,-,YKL106C-A
YKL106W,"[(237536, 238891)]",chrXI,+,YKL106W
YKL107W,"[(236141, 237070)]",chrXI,+,YKL107W
YKL108W,"[(234426, 235787)]",chrXI,+,YKL108W
YKL109W,"[(232227, 233891)]",chrXI,+,YKL109W
YKL110C,"[(228939, 229880)]",chrXI,-,YKL110C
YKL111C,"[(228464, 228799)]",chrXI,-,YKL111C
YKL112W,"[(226570, 228765)]",chrXI,+,YKL112W
YKL113C,"[(224727, 225875)]",chrXI,-,YGR258C
YKL114C,"[(223352, 224455)]",chrXI,-,YKL114C
YKL115C,"[(222893, 223285)]",chrXI,-,YKL115C
YKL116C,"[(221344, 222900)]",chrXI,-,YKL116C
YKL117W,"[(220324, 220974)]",chrXI,+,YKL117W
YKL118W,"[(219126, 219437)]",chrXI,+,YKL118W
YKL119C,"[(218570, 219217)]",chrXI,-,YKL119C
YKL120W,"[(217344, 218318)]",chrXI,+,YGR257C
YKL121W,"[(214142, 216700)]",chrXI,+,YMR102C
YKL122C,"[(212495, 212998)]",chrXI,-,YKL122C
YKL123W,"[(212043, 212423)]",chrXI,+,YKL123W
YKL124W,"[(210593, 212332)]",chrXI,+,YKL124W
YKL125W,"[(208247, 210130)]",chrXI,+,YKL125W
YKL126W,"[(205707, 207749)]",chrXI,+,YMR104C
YKL127W,"[(203541, 205253)]",chrXI,+,YEL058W
YKL128C,"[(200884, 201771)]",chrXI,-,YKL128C
YKL129C,"[(196349, 200167)]",chrXI,-,YMR109W
YKL130C,"[(195288, 196028)]",chrXI,-,YKL130C
YKL131W,"[(194478, 194999)]",chrXI,+,YKL131W
YKL132C,"[(193574, 194866)]",chrXI,-,YKL132C
YKL133C,"[(191679, 193070)]",chrXI,-,YKL133C
YKL134C,"[(189124, 191442)]",chrXI,-,YKL134C
YKL135C,"[(186460, 188640)]",chrXI,-,YGR261C
YKL136W,"[(186416, 186814)]",chrXI,+,YKL136W
YKL137W,"[(185957, 186292)]",chrXI,+,YKL137W
YKL138C,"[(185286, 185681)]",chrXI,-,YKL138C
YKL138C-A,"[(184803, 185012)]",chrXI,-,YKL138C-A
YKL139W,"[(182958, 184544)]",chrXI,+,YDL108W
YKL140W,"[(180779, 182425)]",chrXI,+,YKL140W
YKL141W,"[(179667, 180263)]",chrXI,+,YKL141W
YKL142W,"[(178515, 179174)]",chrXI,+,YKL142W
YKL143W,"[(176781, 178172)]",chrXI,+,YKL143W
YKL144C,"[(175843, 176481)]",chrXI,-,YOR340C
YKL145W,"[(174213, 175616)]",chrXI,+,YGL048C
YKL145W-A,"[(174958, 175050)]",chrXI,+,YKL145W-A
YKL146W,"[(171783, 173861)]",chrXI,+,YKL146W
YKL147C,"[(171551, 172168)]",chrXI,-,YKL147C
YKL148C,"[(169207, 171129)]",chrXI,-,YKL148C
YKL149C,"[(167612, 168829)]",chrXI,-,YKL149C
YKL150W,"[(166544, 167452)]",chrXI,+,YKL150W
YKL151C,"[(164917, 165930)]",chrXI,-,YKL151C
YKL152C,"[(163642, 164385)]",chrXI,-,YKL152C
YKL153W,"[(163600, 164109)]",chrXI,+,YKL153W
YKL154W,"[(161601, 162335)]",chrXI,+,YKL154W
YKL155C,"[(159456, 161342)]",chrXI,-,YKL155C
YKL156C-A,"[(158975, 159091)]",chrXI,-,YKL156C-A
YKL156W,"[(158613, 158615), (158967, 159212)]",chrXI,+,YKL156W
YKL157W,"[(154991, 155271), (155655, 158232)]",chrXI,+,YNL045W
YKL159C,"[(153816, 154451)]",chrXI,-,YKL159C
YKL160W,"[(153269, 153706)]",chrXI,+,YKL160W
YKL161C,"[(149386, 150687)]",chrXI,-,YLR113W
YKL162C,"[(147630, 148838)]",chrXI,-,YKL162C
YKL162C-A,"[(145922, 146074)]",chrXI,-,YKL162C-A
YKL163W,"[(144401, 145378)]",chrXI,+,YKL164C
YKL164C,"[(141794, 142819)]",chrXI,-,YKL164C
YKL165C,"[(137932, 140691)]",chrXI,-,YKL165C
YKL165C-A,"[(135790, 136023)]",chrXI,-,YKL165C-A
YKL166C,"[(134509, 135705)]",chrXI,-,YPL203W
YKL167C,"[(133721, 134134)]",chrXI,-,YKL167C
YKL168C,"[(131288, 133462)]",chrXI,-,YDR507C
YKL169C,"[(130685, 131068)]",chrXI,-,YKL169C
YKL170W,"[(130634, 131050)]",chrXI,+,YER117W
YKL171W,"[(127475, 130261)]",chrXI,+,YKL171W
YKL172W,"[(125759, 127042)]",chrXI,+,YKL172W
YKL173W,"[(122517, 125543)]",chrXI,+,YAL035W
YKL174C,"[(120380, 122236)]",chrXI,-,YKL174C
YKL175W,"[(118793, 120304)]",chrXI,+,YKL175W
YKL176C,"[(115500, 117986)]",chrXI,-,YKL176C
YKL177W,"[(114356, 114694)]",chrXI,+,YKL177W
YKL178C,"[(113215, 114627)]",chrXI,-,YKL178C
YKL179C,"[(110464, 112503)]",chrXI,-,YKL179C
YKL180W,"[(109269, 109577), (109884, 110129)]",chrXI,+,YJL177W
YKL181W,"[(107316, 108599)]",chrXI,+,YKL181W
YKL182W,"[(100671, 106826)]",chrXI,+,YKL182W
YKL183C-A,"[(98395, 98607)]",chrXI,-,YKL183C-A
YKL183W,"[(98721, 99641)]",chrXI,+,YKL183W
YKL184W,"[(96757, 98157)]",chrXI,+,YKL184W
YKL185W,"[(94499, 96265)]",chrXI,+,YKL185W
YKL186C,"[(92744, 93298)]",chrXI,-,YKL186C
YKL187C,"[(89284, 91536)]",chrXI,-,YLR413W
YKL188C,"[(86225, 88786)]",chrXI,-,YKL188C
YKL189W,"[(84704, 85903)]",chrXI,+,YKL189W
YKL190W,"[(82947, 82998), (83075, 83550)]",chrXI,+,YKL190W
YKL191W,"[(81035, 82639)]",chrXI,+,YIL103W
YKL192C,"[(80160, 80537)]",chrXI,-,YKL192C
YKL193C,"[(78866, 79882)]",chrXI,-,YKL193C
YKL194C,"[(77258, 78646)]",chrXI,-,YKL194C
YKL195W,"[(75821, 77032)]",chrXI,+,YKL195W
YKL196C,"[(74932, 75534)]",chrXI,-,YKL196C
YKL197C,"[(70734, 73865)]",chrXI,-,YNL329C
YKL198C,"[(68232, 70220)]",chrXI,-,YDR507C
YKL201C,"[(63930, 67466)]",chrXI,-,YJR061W
YKL202W,"[(63821, 64402)]",chrXI,+,YKL202W
YKL203C,"[(55935, 63359)]",chrXI,-,YHR099W
YKL204W,"[(53704, 55602)]",chrXI,+,YKL204W
YKL205W,"[(50051, 53353)]",chrXI,+,YKL205W
YKL206C,"[(49006, 49809)]",chrXI,-,YKL206C
YKL207W,"[(48194, 48955)]",chrXI,+,YKL207W
YKL208W,"[(47157, 47972)]",chrXI,+,YKL208W
YKL209C,"[(42423, 46295)]",chrXI,-,YKL209C
YKL210W,"[(39163, 42237)]",chrXI,+,YPR066W
YKL211C,"[(36699, 38153)]",chrXI,-,YKL211C
YKL212W,"[(34543, 36414)]",chrXI,+,YNL325C
YKL213C,"[(31960, 34107)]",chrXI,-,YKL213C
YKL214C,"[(31082, 31693)]",chrXI,-,YKL214C
YKL215C,"[(26827, 30687)]",chrXI,-,YKL215C
YKL216W,"[(25215, 26159)]",chrXI,+,YKL216W
YKL217W,"[(22234, 24084)]",chrXI,+,YKL217W
YKL218C,"[(17359, 18339)]",chrXI,-,YKL218C
YKL219W,"[(14485, 15708)]",chrXI,+,YHL042W
YKL220C,"[(9091, 11226)]",chrXI,-,YKL220C
YKL221W,"[(6107, 7528)]",chrXI,+,YKL221W
YKL222C,"[(3503, 5620)]",chrXI,-,YKL222C
YKL223W,"[(2389, 2721)]",chrXI,+,YMR324C
YKL224C,"[(1810, 2181)]",chrXI,-,YIL011W
YKR001C,"[(440608, 442722)]",chrXI,-,YKR001C
YKR002W,"[(443232, 444938)]",chrXI,+,YKR002W
YKR003W,"[(445381, 446727)]",chrXI,+,YAR042W
YKR004C,"[(446799, 447706), (447811, 448036)]",chrXI,-,YKR004C
YKR005C,"[(448521, 449951), (450021, 450167)]",chrXI,-,YKR005C
YKR006C,"[(450423, 451217)]",chrXI,-,YKR006C
YKR007W,"[(451434, 451988)]",chrXI,+,YKR007W
YKR008W,"[(452201, 454078)]",chrXI,+,YGR056W
YKR009C,"[(454352, 457054)]",chrXI,-,YLR426W
YKR010C,"[(458924, 461239)]",chrXI,-,YJL076W
YKR011C,"[(461635, 462696)]",chrXI,-,YKR011C
YKR012C,"[(463739, 464116)]",chrXI,-,YKR012C
YKR013W,"[(463959, 464948)]",chrXI,+,YJL079C
YKR014C,"[(465367, 466071)]",chrXI,-,YFL005W
YKR015C,"[(466961, 468667)]",chrXI,-,YKR015C
YKR016W,"[(469717, 471339)]",chrXI,+,YKR016W
YKR017C,"[(471694, 473349)]",chrXI,-,YKR017C
YKR018C,"[(473723, 475900)]",chrXI,-,YJL082W
YKR019C,"[(476216, 478063)]",chrXI,-,YJL083W
YKR020W,"[(478338, 478832)]",chrXI,+,YKR020W
YKR021W,"[(479234, 481981)]",chrXI,+,YPR030W
YKR022C,"[(482171, 483139)]",chrXI,-,YKR022C
YKR023W,"[(483419, 485011)]",chrXI,+,YKR023W
YKR024C,"[(485144, 487372)]",chrXI,-,YDL031W
YKR025W,"[(487770, 488618)]",chrXI,+,YKR025W
YKR026C,"[(488738, 489655)]",chrXI,-,YGR083C
YKR027W,"[(491364, 493661)]",chrXI,+,YOR299W
YKR028W,"[(494257, 497358)]",chrXI,+,YJL098W
YKR029C,"[(497578, 499833)]",chrXI,-,YJL105W
YKR030W,"[(500282, 501103)]",chrXI,+,YKR030W
YKR031C,"[(501344, 506395)]",chrXI,-,YKR031C
YKR032W,"[(506517, 506831)]",chrXI,+,YKR032W
YKR033C,"[(506879, 507304)]",chrXI,-,YKR033C
YKR034W,"[(506898, 507707)]",chrXI,+,YKR034W
YKR035C,"[(507920, 508561)]",chrXI,-,YKR035C
YKR035W-A,"[(507939, 508553)]",chrXI,+,YKR035W-A
YKR036C,"[(508702, 510633)]",chrXI,-,YIL046W
YKR037C,"[(510910, 511797)]",chrXI,-,YKR037C
YKR038C,"[(511999, 513159)]",chrXI,-,YDL104C
YKR039W,"[(515063, 516871)]",chrXI,+,YKR039W
YKR040C,"[(518063, 518566)]",chrXI,-,YKR040C
YKR041W,"[(518198, 518950)]",chrXI,+,YKR041W
YKR042W,"[(519527, 520624)]",chrXI,+,YJL116C
YKR043C,"[(520897, 521712)]",chrXI,-,YKR043C
YKR044W,"[(522015, 523346)]",chrXI,+,YFL048C
YKR045C,"[(523418, 523969)]",chrXI,-,YKR045C
YKR046C,"[(524223, 525074)]",chrXI,-,YKR046C
YKR047W,"[(525257, 525562)]",chrXI,+,YKR047W
YKR048C,"[(525387, 526640)]",chrXI,-,YKR048C
YKR049C,"[(526830, 527231)]",chrXI,-,YKR049C
YKR050W,"[(527815, 530484)]",chrXI,+,YJL129C
YKR051W,"[(530946, 532202)]",chrXI,+,YKR051W
YKR052C,"[(532550, 533464)]",chrXI,-,YGR257C
YKR053C,"[(534067, 535281)]",chrXI,-,YKR053C
YKR054C,"[(535647, 547925)]",chrXI,-,YKR054C
YKR055W,"[(548216, 549091)]",chrXI,+,YLR229C
YKR056W,"[(549448, 551367)]",chrXI,+,YKR056W
YKR057W,"[(551657, 551680), (552003, 552242)]",chrXI,+,YKR057W
YKR058W,"[(552770, 554620)]",chrXI,+,YJL137C
YKR059W,"[(554987, 556174)]",chrXI,+,YDL031W
YKR060W,"[(556518, 557342)]",chrXI,+,YKR060W
YKR061W,"[(557677, 558954)]",chrXI,+,YOR099W
YKR062W,"[(559666, 560652)]",chrXI,+,YKR062W
YKR063C,"[(560789, 562297)]",chrXI,-,YKR063C
YKR064W,"[(562547, 565138)]",chrXI,+,YKR064W
YKR065C,"[(565299, 565892)]",chrXI,-,YKR065C
YKR066C,"[(566113, 567198)]",chrXI,-,YKR066C
YKR067W,"[(567918, 570149)]",chrXI,+,YKR067W
YKR068C,"[(570328, 570909)]",chrXI,-,YKR068C
YKR069W,"[(571612, 573393)]",chrXI,+,YKR069W
YKR070W,"[(573574, 574632)]",chrXI,+,YKR070W
YKR071C,"[(574934, 575980)]",chrXI,-,YKR071C
YKR072C,"[(576435, 578123)]",chrXI,-,YKL088W
YKR073C,"[(578187, 578507)]",chrXI,-,YKR073C
YKR074W,"[(579209, 579676)]",chrXI,+,YKR074W
YKR075C,"[(579827, 580750)]",chrXI,-,YKR075C
YKR075W-A,"[(580212, 580481)]",chrXI,+,YKR075W-A
YKR076W,"[(582283, 583395)]",chrXI,+,YGR154C
